timestamp,open,high,low,close,volume,MA50,MA200,RSI
2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,45109.6784,,79.80585707543655
2024-02-23,51288.42,51548.54,50521.0,50744.15,30545.79544,45241.539399999994,,70.6013759426805
2024-02-24,50744.15,51698.0,50585.0,51568.22,16560.4211,45390.0016,,71.2756600692258
2024-02-25,51568.21,51958.55,51279.8,51728.85,18721.63159,45545.212199999994,,69.97616045898693
2024-02-26,51728.85,54910.0,50901.44,54476.47,51256.72199,45756.161199999995,,73.47025344084874
2024-02-27,54476.48,57588.15,54450.13,57037.34,67194.98562,45957.887200000005,,80.43216978228938
2024-02-28,57037.35,64000.0,56691.85,62432.1,118763.46984,46284.3292,,84.63649512962806
2024-02-29,62432.11,63676.35,60364.7,61130.98,78425.07603,46573.86899999999,,77.91252146773537
2024-03-01,61130.99,63114.23,60777.0,62387.9,47737.93473,46894.8438,,79.18471081124582
2024-03-02,62387.9,62433.19,61561.12,61987.28,25534.73659,47278.934799999995,,79.55047436660664
2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,47684.254400000005,,80.26275158533227
2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,48214.5216,,85.95687178546792
2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,48638.7798,,71.27800660767198
2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,49097.5016,,74.62545023701605
2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,49578.443,,76.71939998974895
2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,50114.3768,,79.13482183208993
2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,50647.461599999995,,78.6809573741784
2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,51192.6584,,79.02723301378214
2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,51802.6138,,79.28869018796605
2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,52440.293600000005,,75.63635277140384
2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,53103.789800000006,,71.85822804780895
2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,53729.87100000001,,70.74685741930574
2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,54320.6462,,64.02536257749796
2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,54790.1886,,55.68279073245543
2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,55315.6456,,58.48287120424566
2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,55827.2242,,48.81264381555748
2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,56199.9182,,46.80063134618781
2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,56697.9064,,52.80620390495504
2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,57156.3318,,48.001027084049106
2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,57570.6058,,43.53481181627036
2024-03-23,63796.64,65999.0,63000.0,63990.01,26410.11409,57986.405999999995,,43.54204869806091
2024-03-24,63990.02,67628.69,63772.29,67209.99,31395.78015,58470.384000000005,,47.578499157414406
2024-03-25,67210.0,71150.0,66385.06,69880.01,53431.14486,59016.3266,,46.912582467051784
2024-03-26,69880.0,71561.1,69280.0,69988.0,38934.38417,59561.912599999996,,47.91329396555534
2024-03-27,69987.99,71769.54,68359.18,69469.99,49119.35685,60089.333399999996,,44.698746742655196
2024-03-28,69469.99,71552.06,68903.62,70780.6,35439.03239,60617.9534,,49.09484528719625
2024-03-29,70780.6,70916.16,69009.0,69850.54,25445.08353,61109.191199999994,,50.53712386855389
2024-03-30,69850.53,70321.1,69540.0,69582.18,13644.61142,61558.1794,,57.455429017796355
2024-03-31,69582.17,71366.0,69562.99,71280.01,19396.34433,62028.75779999999,,55.28295208257608
2024-04-01,71280.0,71288.23,68062.86,69649.8,41445.32039,62455.754,,53.621048916761715
2024-04-02,69649.81,69674.23,64550.0,65463.99,71799.82793,62766.6884,,56.60924247064101
2024-04-03,65463.99,66903.63,64493.07,65963.28,39887.21778,63091.962199999994,,45.58826363393233
2024-04-04,65963.27,69309.91,65064.52,68487.79,41510.48453,63425.8146,,56.958120618731556
2024-04-05,68487.8,68756.67,65952.56,67820.62,37915.23073,63744.627,,59.8514827730397
2024-04-06,67820.63,69692.0,67447.83,68896.0,20134.28919,64080.06480000001,,61.51358140700663
2024-04-07,68896.0,70326.29,68824.0,69360.39,21534.74433,64434.419799999996,,55.796338904690316
2024-04-08,69360.38,72797.99,69043.24,71620.0,45723.87624,64824.066399999996,,54.79620689522103
2024-04-09,71620.0,71758.19,68210.0,69146.0,39293.90242,65171.491799999996,,47.94686626442802
2024-04-10,69146.0,71172.08,67518.0,70631.08,42006.02377,65538.937,,52.70369140534949
2024-04-11,70631.08,71305.89,69567.21,70006.23,31917.25595,65902.0738,,48.137329186421
2024-04-12,70006.22,71227.46,65086.86,67116.52,56072.86229,66218.6358,,43.990160993924285
2024-04-13,67116.52,67929.0,60660.57,63924.51,71395.22019,66482.243,,38.97993170976848
2024-04-14,63924.52,65840.0,62134.0,65661.84,61599.17818,66764.1154,,39.073683309768626
2024-04-15,65661.85,66867.07,62274.4,63419.99,52389.53069,66997.93819999999,,38.16569969442638
2024-04-16,63419.99,64365.0,61600.0,63793.39,53435.29331,67184.2766,,46.28897069473064
2024-04-17,63793.4,64499.0,59678.16,61277.37,50610.54509,67269.0772,,40.4467874208318
2024-04-18,61277.38,64117.09,60803.35,63470.08,43601.60918,67289.8368,,39.6300495463453
2024-04-19,63470.09,65450.0,59600.01,63818.01,69774.30271,67343.57740000001,,41.61731437233475
2024-04-20,63818.01,65419.0,63090.07,64940.59,23137.42975,67394.6312,,41.732510585678874
2024-04-21,64940.58,65695.56,64237.5,64941.15,19316.42152,67453.7086,,40.58038234025248
2024-04-22,64941.15,67232.35,64500.0,66819.32,31397.99371,67527.8156,,39.59820074362331
2024-04-23,66819.32,67183.01,65765.81,66414.0,22599.90004,67491.1814,,43.4975665856798
2024-04-24,66414.0,67070.43,63606.06,64289.59,33595.69637,67502.493,,35.352395383161976
2024-04-25,64289.58,65297.94,62794.0,64498.34,31341.46338,67470.979,,37.02850817799654
2024-04-26,64498.33,64820.01,63297.48,63770.01,27085.19346,67409.9158,,41.225431149534565
2024-04-27,63770.0,63923.41,62391.24,63461.98,20933.06052,67316.6716,,48.57114966028005
2024-04-28,63461.98,64370.0,62781.0,63118.62,16949.20005,67212.7786,,41.40305663688816
2024-04-29,63118.62,64228.35,61765.53,63866.0,28150.22947,67110.981,,51.677113924621814
2024-04-30,63866.0,64734.0,59191.6,60672.0,54947.65535,66882.859,,40.31679752816029
2024-05-01,60672.01,60841.63,56552.82,58364.97,81166.46823,66621.1182,,40.84643738968203
2024-05-02,58364.97,59625.0,56911.84,59060.61,47583.81961,66340.8822,,34.70154716826643
2024-05-03,59060.6,63333.0,58811.32,62882.01,43628.40143,66170.74359999999,,47.38327622762366
2024-05-04,62882.01,64540.0,62541.03,63892.04,24368.69282,66058.58739999999,,47.050062428224436
2024-05-05,63892.03,64646.0,62822.17,64012.0,18526.75029,66032.8148,,47.403420894811646
2024-05-06,64012.0,65500.0,62700.0,63165.19,34674.91949,65928.249,,39.163604767369776
2024-05-07,63165.18,64422.41,62261.0,62312.08,25598.79472,65822.2908,,38.15038386340841
2024-05-08,62312.07,63020.22,60888.0,61193.03,26121.19004,65807.4034,,40.5030276859058
2024-05-09,61193.03,63429.03,60630.0,63074.01,30660.8061,65712.0734,,46.03804928036603
2024-05-10,63074.0,63469.13,60187.12,60799.99,36529.34025,65618.0478,,42.39267857874676
2024-05-11,60799.99,61515.0,60487.09,60825.99,13374.56936,65558.6348,,43.14927617514008
2024-05-12,60825.99,61888.0,60610.0,61483.99,12753.13236,65508.51440000001,,45.820089692795264
2024-05-13,61484.0,63450.0,60749.21,62940.08,32733.41839,65423.116200000004,,47.71514530562449
2024-05-14,62940.09,63118.36,61142.77,61577.49,29088.72041,65257.065800000004,,52.456470749092134
2024-05-15,61577.49,66444.16,61319.47,66206.5,43559.74719,65181.4358,,68.89280377628151
2024-05-16,66206.51,66752.01,64602.77,65235.21,31106.3671,65096.74019999999,,64.6816153819084
2024-05-17,65235.21,67451.2,65106.38,67024.0,26292.23409,65021.6082,,60.902423860520216
2024-05-18,67024.0,67400.01,66600.0,66915.2,14441.25774,64962.9014,,58.35380916853185
2024-05-19,66915.2,67700.0,65857.25,66274.01,18025.30409,64896.738,,56.07553397046474
2024-05-20,66274.0,71515.56,66060.31,71446.62,50816.7011,64900.070199999995,,68.04899237322006
2024-05-21,71446.62,71979.0,69162.94,70148.34,49607.4336,64910.041,,66.75366768291377
2024-05-22,70148.34,70666.0,68842.19,69166.62,27673.18026,64984.0936,,67.14797003101587
2024-05-23,69166.62,70096.12,66312.16,67969.65,40513.17374,65024.221,,60.84768866971319
2024-05-24,67969.66,69250.0,66600.12,68549.99,28095.83664,65025.465,,68.56582699619771
2024-05-25,68549.99,69610.0,68500.0,69290.57,12130.39418,65054.863999999994,,69.60640703855137
2024-05-26,69290.56,69562.23,68128.01,68507.67,11872.11797,65047.09739999999,,66.17527575679969
2024-05-27,68507.67,70687.56,68250.0,69436.43,23136.92737,65048.618200000004,,65.33327542753125
2024-05-28,69436.43,69591.81,67277.91,68398.39,32622.97042,64984.18600000001,,66.34979730844016
2024-05-29,68398.4,68935.68,67124.65,67652.42,23159.83149,64954.3144,,54.258657983157626
2024-05-30,67652.41,69500.0,67128.0,68352.17,28478.2184,64908.7362,,59.329589875903174
2024-05-31,68352.17,69044.1,66670.0,67540.01,26690.32184,64859.411799999994,,51.64041106124271
2024-06-01,67540.01,67900.0,67428.44,67766.85,8837.66133,64872.418399999995,,52.68725258123289
2024-06-02,67766.84,68460.0,67257.47,67765.63,15426.32529,64949.24079999999,,54.904663510923896
2024-06-03,67765.62,70288.0,67612.48,68809.9,29633.374,65012.202000000005,,38.099081044972834
2024-06-04,68809.89,71063.45,68567.32,70537.84,29619.78489,65154.559,,51.692380421048604
2024-06-05,70537.83,71758.0,70383.66,71108.0,28703.18082,65300.851200000005,,58.74818626699952
2024-06-06,71108.0,71700.0,70117.64,70799.06,21842.00449,65491.285,,63.85896372112888
2024-06-07,70799.06,71997.02,68420.0,69355.6,35598.45045,65608.9954,,53.638382836584626
2024-06-08,69355.6,69582.2,69168.02,69310.46,9773.82967,65718.8444,,50.095850340463876
2024-06-09,69310.46,69857.14,69130.24,69648.14,9890.56709,65812.99539999999,,55.74235700122757
2024-06-10,69648.15,70195.94,69172.29,69540.0,17122.66941,65904.9724,,50.56845936917864
2024-06-11,69540.0,69590.01,66051.0,67314.24,41436.01588,65914.8708,,44.73582243336447
2024-06-12,67314.23,69999.0,66905.0,68263.99,37175.32356,65951.87060000001,,52.91190253313669
2024-06-13,68263.98,68449.3,66251.78,66773.01,29079.55571,66001.539,,43.00788846343216
2024-06-14,66773.01,67370.24,65078.0,66043.99,28408.18797,66032.45199999999,,43.32688035827397
2024-06-15,66043.99,66478.48,65857.1,66228.25,11451.80242,66081.6168,,43.11077917239794
2024-06-16,66228.25,66998.7,66034.5,66676.87,9392.52223,66145.9146,,45.31277445041031
2024-06-17,66676.86,67298.81,65130.0,66504.33,27386.16851,66213.6288,,39.2688219288259
2024-06-18,66504.33,66588.23,64060.0,65175.32,42350.10244,66239.8152,,24.07772640876452
2024-06-19,65175.32,65727.54,64666.0,64974.37,20060.79576,66325.8626,,19.25267563977232
2024-06-20,64974.37,66482.94,64559.15,64869.99,24265.29031,66455.963,,19.6557925584127
2024-06-21,64869.99,65066.66,63379.35,64143.56,25993.56442,66557.622,,21.212660146299413
2024-06-22,64143.56,64546.81,63943.82,64262.01,7308.95542,66585.22200000001,,22.340200548544345
2024-06-23,64262.01,64521.0,63178.32,63210.01,8224.45447,66571.58140000001,,17.28688890266443
2024-06-24,63210.01,63369.8,58402.0,60293.3,52161.35414,66497.2074,,13.448484685576389
2024-06-25,60293.3,62420.0,60257.06,61806.01,31189.24361,66470.0238,,26.92561292446844
2024-06-26,61806.01,62487.81,60712.0,60864.99,22485.66463,66441.082,,18.982349409914193
2024-06-27,60864.98,62389.22,60606.63,61706.47,18344.28631,66451.3508,,27.53711345873849
2024-06-28,61706.46,62225.31,60063.0,60427.84,24821.19255,66398.4274,,26.257462677102467
2024-06-29,60427.84,61224.0,60383.77,60986.68,11509.55904,66402.16119999999,,28.52127191382891
2024-06-30,60986.68,63058.76,60712.21,62772.01,17326.30136,66441.0816,,35.578661710915895
2024-07-01,62772.01,63861.76,62497.2,62899.99,24547.10538,66469.4016,,36.64457770610765
2024-07-02,62900.0,63288.83,61806.28,62135.47,18573.11875,66453.3094,,38.24445470527319
2024-07-03,62135.46,62285.94,59400.0,60208.58,32160.11127,66425.9312,,33.74046509914115
2024-07-04,60208.57,60498.19,56771.0,57050.01,54568.77276,66242.8014,,27.92158585532337
2024-07-05,57050.02,57546.0,53485.93,56628.79,81348.24756,66070.673,,28.411230525701924
2024-07-06,56628.79,58475.0,56018.0,58230.13,21651.31558,65894.79560000001,,34.031864899265315
2024-07-07,58230.13,58449.46,55724.37,55857.81,19118.93918,65673.64779999999,,31.808293529748255
2024-07-08,55857.81,58236.73,54260.16,56714.62,48090.2049,65482.46,,40.14010621755092
2024-07-09,56714.61,58296.0,56289.45,58050.0,27732.20788,65214.5276,,39.54941283771639
2024-07-10,58050.0,59470.0,57157.79,57725.85,24951.73799,64966.0778,,40.955290760459306
2024-07-11,57725.85,59650.0,57050.0,57339.89,29761.05735,64729.5432,,37.07954934151736
2024-07-12,57339.89,58526.68,56542.47,57889.1,23652.4569,64527.93220000001,,42.149126821749924
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.74519,64341.0128,,44.73352398284153
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.33907,64171.1596,,44.101233717958834
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.9782,64095.489,,54.44233981007637
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.52915,64007.640199999994,,57.23990055130896
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954,63921.432199999996,,60.14710305845672
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225,63848.142199999995,59653.782,71.60353358430874
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739,63814.2988,59766.18425,77.39538709682705
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434,63806.2978,59877.14949999999,75.92051588338282
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191,63814.2676,60003.75005,88.84979630540363
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303,63809.5952,60120.6546,84.63468876649625
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15316,63752.117399999996,60229.6091,74.83465106509213
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56277,63648.8806,60336.6475,73.73922368985329
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.42934,63542.7196,60446.00215,76.19070911306382
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36023,63484.8982,60550.78690000001,78.28643156776708
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.21921,63455.7162,60659.7194,76.49131917777827
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69394,63434.5046,60767.69885,74.56838657054669
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.29633,63377.23560000001,60869.9265,58.109381309165954
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25441,63310.19560000001,60986.95285,54.40628521819781
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.43905,63256.4708,61095.8529,51.98743961423775
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.26854,63198.2714,61213.96125,54.806312062326896
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.42937,63092.7778,61308.8974,33.236029835409
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.71567,62985.857800000005,61396.6976,29.504419519315604
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52003,62824.5128,61473.6221,20.963399569980382
2024-08-05,58161.0,58305.59,49000.0,54018.81,162065.59186,62571.3516,61537.07865,17.41605653554838
2024-08-06,54018.82,57040.99,53950.0,56022.01,55884.77676,62361.705200000004,61608.89355000001,26.555087739876427
2024-08-07,56022.0,57736.05,54558.62,55134.16,44269.37684,62160.882000000005,61676.08415,26.14961934738082
2024-08-08,55133.76,62745.14,54730.0,61685.99,48349.52949,62095.114400000006,61776.61244999999,42.54687686828098
2024-08-09,61686.0,61744.37,59535.0,60837.99,30972.48017,62014.47439999999,61882.96229999999,36.578766127311496
2024-08-10,60837.99,61470.58,60242.0,60923.51,9995.20621,61950.0734,61988.09185,36.8000245334759
2024-08-11,60923.51,61858.0,58286.73,58712.59,19189.84512,61839.085,62081.2304,33.13203937824787
2024-08-12,58712.59,60711.09,57642.21,59346.64,37009.91743,61761.817599999995,62178.158149999996,36.44635119932039
2024-08-13,59346.64,61578.1,58392.88,60587.15,27858.95851,61767.6946,62271.97635,40.02808093548044
2024-08-14,60587.16,61800.0,58433.18,58683.39,28422.76326,61705.24220000001,62354.79015000001,39.544029996971176
2024-08-15,58683.39,59849.38,56078.54,57541.06,37686.17622,61638.763600000006,62432.340149999996,36.456139718297365
2024-08-16,57541.05,59817.76,57098.62,58874.6,27610.84344,61582.12619999999,62510.19965000001,45.01590553257224
2024-08-17,58874.59,59700.0,58785.05,59491.99,7721.72931,61563.4092,62592.954099999995,47.693021063521115
2024-08-18,59491.99,60284.99,58408.92,58427.35,13634.85717,61512.22260000001,62672.19085,50.53991915098398
2024-08-19,58427.35,59617.63,57787.3,59438.5,22809.31251,61445.5524,62753.96865,62.583626697203435
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.44548,61367.82859999999,62833.03765,57.495894757466225
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.6422,61348.2398,62923.762350000005,64.19544594982594
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.20588,61351.585,63012.72715,45.75699222679292
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07089,61491.3296,63119.36985,58.763949588901795
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.15616,61641.894,63224.66015,58.84118298774291
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.47977,61761.691399999996,63324.012149999995,67.06279645447421
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05276,61901.215200000006,63411.738900000004,60.323375131730074
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94178,61955.2228,63473.15005,46.926570696346815
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54275,61974.9208,63529.5691,51.0017138365945
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.90743,62007.584,63584.864199999996,55.43411005182575
2024-08-30,59359.0,59944.07,57701.1,59123.99,28519.32195,62043.265999999996,63630.897800000006,50.79785957748218
2024-08-31,59123.99,59462.38,58744.0,58973.99,8798.409,62064.963800000005,63677.269799999995,48.29170321806178
2024-09-01,58974.0,59076.59,57201.0,57301.86,20705.15741,62026.920600000005,63704.803250000004,46.43127342047171
2024-09-02,57301.77,59425.69,57128.0,59132.13,22895.01461,61993.605,63741.063899999994,49.07652621698574
2024-09-03,59132.12,59809.65,57415.0,57487.73,22828.18447,61848.8768,63767.882000000005,45.715118424089475
2024-09-04,57487.74,58519.0,55606.0,57970.9,35560.82146,61707.415,63799.5233,40.13803096872475
2024-09-05,57970.9,58327.07,55643.65,56180.0,27806.91413,61549.25519999999,63819.73495,37.773831738664725
2024-09-06,56180.0,57008.0,52550.0,53962.97,54447.76826,61348.7562,63830.67614999999,17.946737139108194
2024-09-07,53962.97,54850.0,53745.54,54160.86,16694.04774,61098.7734,63840.186349999996,18.352612959784068
2024-09-08,54160.86,55318.0,53629.01,54869.95,16274.14779,60853.3732,63855.28915,21.561568722394313
2024-09-09,54869.95,58088.0,54591.96,57042.0,32384.51737,60630.90640000001,63884.05705,33.187384035910256
2024-09-10,57042.01,58044.36,56386.4,57635.99,23626.78126,60432.986,63918.51625,43.82294628875393
2024-09-11,57635.99,57981.71,55545.19,57338.0,33026.56757,60261.0258,63947.36515,44.07425876726143
2024-09-12,57338.0,58588.0,57324.0,58132.32,31074.40631,60116.152200000004,63979.3825,45.8524842357953
2024-09-13,58132.31,60625.0,57632.62,60498.0,29825.23333,60010.1132,64009.49015,54.0605748242647
2024-09-14,60497.99,60610.45,59400.0,59993.03,12137.90901,59851.81399999999,64024.268599999996,52.949655780866834
2024-09-15,59993.02,60395.8,58691.05,59132.0,13757.92361,59676.524,64007.768099999994,55.5584172296538
2024-09-16,59132.0,59210.7,57493.3,58213.99,26477.5642,59475.8062,63993.18315,47.04788007089153
2024-09-17,58213.99,61320.0,57610.01,60313.99,33116.25878,59346.392199999995,63982.8136,58.82868552778561
2024-09-18,60313.99,61786.24,59174.8,61759.99,36087.02469,59257.832,63981.677149999996,61.164774485162596
2024-09-19,61759.98,63850.0,61555.0,62947.99,34332.52608,59224.231799999994,63980.847250000006,70.67691959880362
2024-09-20,62948.0,64133.32,62350.0,63201.05,25466.37794,59181.1724,63955.623949999994,82.07203403952762
2024-09-21,63201.05,63559.9,62758.0,63348.96,8375.34608,59218.185,63953.748700000004,82.0096013823761
2024-09-22,63348.97,64000.0,62357.93,63578.76,14242.19892,59275.8004,63941.2723,81.38805332156932
2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287,59379.38020000001,63923.8564,76.3745306557293
2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759,59584.258,63904.54895,77.00756016546775
2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168,59726.858,63878.74265,72.22319479854292
2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593,59927.6546,63859.833199999994,74.60640830940251
2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487,60009.3338,63828.29245,71.02239512428929
2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316,60109.734000000004,63800.322400000005,74.19148867717047
2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111,60203.304,63762.9704,78.0891261820641
2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752,60295.60400000001,63722.66365,69.86120152190495
2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108,60324.786799999994,63679.1933,51.84950903148893
2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118,60326.02939999999,63655.936550000006,45.374219638253656
2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472,60367.4158,63617.73269999999,39.949345669109654
2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994,60458.3146,63590.11274999999,45.35446547085275
2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141,60521.98260000001,63590.71575,44.56730688302726
2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177,60588.541,63565.61275,46.9434511270382
2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852,60664.473999999995,63549.2264,45.63064526864334
2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371,60718.9138,63541.04565000001,41.17567550550102
2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684,60751.3582,63524.27569999999,39.79333448544164
2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481,60734.76539999999,63489.85770000001,27.16171293748731
