timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,returns,log_returns,ma_5,ma_5_slope,ma_10,ma_10_slope,ma_20,ma_20_slope,ma_50,ma_50_slope,ma_100,ma_100_slope,ma_200,ma_200_slope,volatility_10,volatility_20,volatility_50,high_20,low_20,price_position,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_position,volume_ma_10,volume_ratio,volume_price_trend,body_size,upper_wick,lower_wick,total_range,body_ratio,buy_pressure,sell_pressure,trade_intensity,hour,day_of_week,month,quarter,gap_up,gap_down,trend_short,trend_long,vol_regime,market_regime
2024-08-11 20:00:00,2599.06,2602.91,2540.0,2557.41,34012.5285,1723409999999,87279454.799384,127525.0,15391.4198,39503259.431445,0,-0.016025024431910007,-0.016154813586507343,2611.596,-11.33199999999988,2621.687,-11.820000000000164,2640.3195000000005,-3.36449999999968,2621.9906,-0.5755999999996675,2577.0003,1.6590000000001055,2585.266,-2.262750000000324,0.0075006399545128515,0.006709934499685513,0.0049807595968014194,2720.0,2540.0,0.09672222222222142,25.137195862269934,-6.5739334714307915,2.931715292664559,-9.505648764095351,2640.3195000000005,2702.096197523296,2578.542802476705,-0.17104185982697134,16066.573220000006,2.116974667482951,-545.0516002035354,41.65000000000009,3.849999999999909,17.409999999999854,62.909999999999854,0.6620569066921028,0.45252206991903,0.54747793008097,3.749353712412178,20,6,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-11 21:00:00,2557.4,2585.57,2544.11,2581.02,11949.1191,1723413599999,30617023.938242,58904.0,6457.2947,16549099.067975,0,0.009231996433892053,0.009189642032370961,2602.6400000000003,-8.955999999999676,2614.528,-7.1590000000001055,2637.893,-2.4265000000004875,2621.795,-0.1956000000000131,2579.1342999999997,2.13399999999956,2583.13415,-2.131850000000213,0.008470338614881459,0.007083629065782762,0.005150163667735005,2720.0,2540.0,0.22788888888888878,27.126175956129273,-9.261500949470246,0.49307204423759776,-9.754572993707844,2637.893,2705.030568462004,2570.755431537996,0.07644429711371649,15365.170340000006,0.7776756674732703,110.31422491935142,23.61999999999989,4.550000000000182,13.289999999999964,41.460000000000036,0.5697057404727417,0.540399224910228,0.45960077508977204,4.92956840642755,21,6,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-11 22:00:00,2581.02,2595.21,2540.99,2567.56,15983.6526,1723417199999,40982368.669837,82815.0,8364.1185,21449412.130895,0,-0.005214992522336148,-0.005228638057423658,2588.832,-13.808000000000447,2607.485,-7.042999999999665,2635.0245,-2.86850000000004,2621.2828,-0.5122000000001208,2581.3691999999996,2.234899999999925,2580.97195,-2.162199999999757,0.008459912952844297,0.007147382395179523,0.005199147459435231,2720.0,2540.0,0.1531111111111108,22.76036866359452,-12.335333008339148,-2.0726089662777514,-10.262724042061397,2635.0245,2709.043740592821,2561.005259407179,0.0442772753430322,15466.760640000008,1.0334195357406133,-83.35462878861873,13.460000000000036,14.190000000000055,26.570000000000164,54.220000000000255,0.2482478790114344,0.5232920602891482,0.4767079397108518,5.1812312287117654,22,6,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-11 23:00:00,2567.55,2567.7,2552.12,2555.38,6962.1988,1723420799999,17819581.296161,35498.0,3405.238,8715507.880912,0,-0.004743803455420692,-0.004755091002449805,2572.0860000000002,-16.74599999999964,2599.15,-8.335000000000036,2630.4745000000003,-4.549999999999727,2620.348,-0.9347999999999956,2583.4185,2.049300000000585,2579.0368500000004,-1.935099999999693,0.008414279420391258,0.0068445446245819575,0.005211327394728944,2720.0,2540.0,0.08544444444444504,21.705119753900334,-15.574656325021351,-4.7730184380264715,-10.801637886994879,2630.4745000000003,2712.327740806764,2548.6212591932367,0.04128572515973566,15020.507260000004,0.46351289470366386,-33.027302724765796,12.170000000000073,0.1499999999996362,3.2600000000002183,15.579999999999927,0.7811296534018055,0.48910381588069557,0.5108961841193044,5.098676584759401,23,6,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-12 00:00:00,2555.38,2577.9,2510.05,2537.4,27775.9851,1723424399999,70532248.013471,100785.0,13381.3177,33999166.043669,0,-0.0070361355258318214,-0.0070610058567412174,2559.754,-12.332000000000335,2591.341,-7.8090000000001965,2625.1315000000004,-5.342999999999847,2619.128,-1.2199999999998,2585.3003,1.8817999999996573,2577.0468,-1.9900500000003376,0.008300363989877144,0.006941522357097216,0.005294701042470571,2720.0,2510.05,0.13026911169325997,20.840541795012527,-19.369400731824044,-7.692294896785986,-11.677105835038057,2625.1315000000004,2716.583697988274,2533.679302011727,0.02034231035513303,16164.480700000004,1.7183345147611204,-195.43559552708535,17.980000000000018,22.519999999999982,27.34999999999991,67.84999999999991,0.26499631540162183,0.4817585281610768,0.5182414718389232,3.6284941699511495,0,0,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-12 01:00:00,2537.4,2560.0,2529.25,2549.8,11042.2011,1723427999999,28113516.31183,56801.0,6730.1713,17134374.426319,0,0.004886892094269735,0.004874989997523991,2558.232,-1.5219999999999345,2584.9139999999998,-6.427000000000135,2619.558,-5.573500000000422,2618.1484,-0.9796000000001186,2587.1955000000003,1.8952000000003864,2575.28165,-1.765150000000176,0.008648905881313647,0.006850246767250686,0.005347978729969906,2720.0,2510.05,0.18933079304596348,27.29360837492831,-21.132583378386244,-10.38035259310604,-10.752230785280204,2619.558,2715.2265199504964,2523.8894800495036,0.13541821261530934,15867.927880000007,0.6958817297069789,53.96204525892657,12.400000000000091,10.199999999999818,8.150000000000091,30.75,0.40325203252032815,0.6094954474248798,0.3905045525751202,5.143992532430875,1,0,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-12 21:00:00,2681.0,2693.23,2658.13,2683.24,13760.4485,1723499999999,36855743.413373,57096.0,7523.077,20151698.686667,0,0.0008355091383811519,0.0008351602949154056,2662.382,2.9340000000001965,2667.1130000000003,0.9639999999999418,2622.5395,6.671999999999571,2622.1414,1.6046000000001186,2622.5144,1.041400000000067,2546.59925,-1.1379499999998188,0.015580786119661023,0.012031944238585153,0.009051775881541447,2723.7,2516.36,0.8048615800135039,64.34171798867207,20.389755906958726,14.392356475051148,5.997399431907578,2622.5395,2739.574639568118,2505.5043604318817,0.7593259606644476,24547.479580000007,0.5605646174449327,11.496980469973215,2.2399999999997817,9.990000000000236,22.86999999999989,35.09999999999991,0.06381766381765776,0.5467174271245592,0.45328257287544077,4.1492833609311495,21,0,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-12 22:00:00,2683.24,2704.2,2681.58,2696.32,14603.123,1723503599999,39335376.358706,56150.0,8636.9601,23265918.662397,0,0.004874703716402751,0.0048628608197224645,2670.636,8.253999999999905,2668.246,1.1329999999998108,2629.795,7.255500000000211,2623.9744,1.8330000000000837,2623.6915000000004,1.1771000000003369,2545.75885,-0.8404000000000451,0.015598603806875461,0.012031633469786692,0.009071495007938014,2723.7,2516.36,0.8679463682839795,66.09095307208516,22.23222329981536,15.960329840003991,6.271893459811368,2629.795,2746.2013956465125,2513.3886043534876,0.7857446089217228,23809.393790000006,0.6133345153093878,71.18589795918649,13.080000000000382,7.879999999999654,1.6599999999998545,22.61999999999989,0.5782493368700462,0.591446096838327,0.408553903161673,3.8450679351259316,22,0,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-12 23:00:00,2696.32,2750.0,2695.0,2722.3,32313.0508,1723507199999,88192611.681996,110206.0,18476.9431,50413733.143078,0,0.009635354854023337,0.00958923086641796,2688.59,17.95400000000018,2679.0389999999998,10.792999999999665,2638.859,9.06399999999985,2626.159,2.184600000000046,2625.1792,1.487699999999677,2545.23545,-0.5234000000000378,0.012577125125448984,0.012010241436111933,0.009152384362955169,2750.0,2516.36,0.8814415339839076,65.49585251187638,25.494871846357455,17.867238241274684,7.627633605082771,2638.859,2754.387702271185,2523.330297728815,0.8611267085998073,23135.133950000003,1.396709043044032,311.3477108740827,25.980000000000018,27.699999999999818,1.3200000000001637,55.0,0.4723636363636367,0.5718105422592905,0.42818945774070954,3.410572424192147,23,0,8,3,False,False,1,1,high_vol,bull_volatile
2024-08-13 00:00:00,2722.3,2730.2,2704.52,2718.32,18576.0762,1723510799999,50473322.581027,86081.0,9135.6699,24819622.543657,0,-0.0014619990449252773,-0.0014630688083181276,2700.236,11.64599999999973,2680.6620000000003,1.623000000000502,2647.8235,8.964500000000044,2628.3979999999997,2.238999999999578,2626.6665000000003,1.487300000000232,2544.7730500000002,-0.4623999999998887,0.007197025530829328,0.012023993538906954,0.009145293828927738,2750.0,2516.36,0.8644067796610175,60.52573932092007,27.443045244971472,19.78239964201404,7.66064560295743,2647.8235,2758.4567595419853,2537.1902404580146,0.818604460773601,18572.525460000004,1.0001911824004572,-27.158205662859174,3.980000000000018,7.899999999999636,13.800000000000182,25.679999999999836,0.15498442367601414,0.49179761116612997,0.50820238883387,4.633971085885189,0,1,8,3,False,False,1,1,high_vol,bull_volatile
